RMS,Threshold,SWindow,KBins,FwhmBeam,VeloRes,SRecursionLBV,Start,End,DTime,CToWCS
0.217858,1.08929,3,35,2,2,"[9, 4]",Fri Nov 15 16:54:05 2024,Fri Nov 15 16:54:09 2024,4.84,True
